Date,vix,unemployment,inflation,mort30us
2013-07-23,1,5,4,9
2013-07-24,1,5,4,9
2013-07-25,1,5,4,9
2013-07-26,1,5,4,9
2013-07-29,1,5,4,9
2013-07-30,1,5,4,9
2013-07-31,1,5,4,9
2013-08-01,1,5,4,9
2013-08-02,0,5,4,9
2013-08-05,0,5,4,9
2013-08-06,1,5,4,9
2013-08-07,1,5,4,9
2013-08-08,1,5,4,9
2013-08-09,1,5,4,9
2013-08-12,1,5,4,9
2013-08-13,1,5,4,9
2013-08-14,1,5,4,9
2013-08-15,2,5,4,9
2013-08-16,2,5,4,9
2013-08-19,3,5,4,9
2013-08-20,3,5,4,9
2013-08-21,3,5,4,9
2013-08-22,2,5,4,9
2013-08-23,2,5,4,9
2013-08-26,3,5,4,9
2013-08-27,4,5,4,9
2013-08-28,4,5,4,9
2013-08-29,4,5,4,9
2013-08-30,4,5,4,9
2013-09-03,4,5,4,9
2013-09-04,3,5,4,9
2013-09-05,3,5,4,9
2013-09-06,3,5,4,9
2013-09-09,3,5,4,9
2013-09-10,2,5,4,9
2013-09-11,2,5,4,9
2013-09-12,2,5,4,9
2013-09-13,2,5,4,9
2013-09-16,2,5,4,9
2013-09-17,2,5,4,9
2013-09-18,2,5,4,9
2013-09-19,1,5,4,9
2013-09-20,1,5,4,9
2013-09-23,2,5,4,9
2013-09-24,2,5,4,9
2013-09-25,2,5,4,9
2013-09-26,2,5,4,9
2013-09-27,3,5,4,9
2013-09-30,4,5,4,4
2013-10-01,3,4,1,4
2013-10-02,4,4,1,4
2013-10-03,4,4,1,4
2013-10-04,4,4,1,4
2013-10-07,5,4,1,4
2013-10-08,6,4,1,4
2013-10-09,5,4,1,4
2013-10-10,3,4,1,4
2013-10-11,3,4,1,4
2013-10-14,3,4,1,4
2013-10-15,5,4,1,4
2013-10-16,2,4,1,4
2013-10-17,2,4,1,4
2013-10-18,1,4,1,4
2013-10-21,1,4,1,4
2013-10-22,1,4,1,4
2013-10-23,1,4,1,4
2013-10-24,1,4,1,4
2013-10-25,1,4,1,4
2013-10-28,1,4,1,4
2013-10-29,1,4,1,4
2013-10-30,2,4,1,4
2013-10-31,2,4,1,2
2013-11-01,1,3,1,2
2013-11-04,1,3,1,2
2013-11-05,1,3,1,2
2013-11-06,1,3,1,2
2013-11-07,2,3,1,2
2013-11-08,1,3,1,2
2013-11-11,1,3,1,2
2013-11-12,1,3,1,2
2013-11-13,1,3,1,2
2013-11-14,1,3,1,2
2013-11-15,0,3,1,2
2013-11-18,1,3,1,2
2013-11-19,1,3,1,2
2013-11-20,1,3,1,2
2013-11-21,1,3,1,2
2013-11-22,1,3,1,2
2013-11-25,1,3,1,2
2013-11-26,1,3,1,2
2013-11-27,1,3,1,2
2013-11-29,2,3,1,2
2013-12-02,2,3,1,2
2013-12-03,2,3,1,2
2013-12-04,2,3,1,2
2013-12-05,3,3,1,2
2013-12-06,2,3,1,2
2013-12-09,2,3,1,2
2013-12-10,2,3,1,2
2013-12-11,3,3,1,2
2013-12-12,3,3,1,2
2013-12-13,3,3,1,2
2013-12-16,3,3,1,2
2013-12-17,3,3,1,2
2013-12-18,2,3,1,2
2013-12-19,2,3,1,2
2013-12-20,2,3,1,2
2013-12-23,1,3,1,2
2013-12-24,1,3,1,2
2013-12-26,1,3,1,2
2013-12-27,1,3,1,2
2013-12-30,2,3,1,2
2013-12-31,2,3,1,9
2014-01-02,2,3,1,9
2014-01-03,2,3,1,9
2014-01-06,2,3,1,9
2014-01-07,1,3,1,9
2014-01-08,1,3,1,9
2014-01-09,1,3,1,9
2014-01-10,0,3,1,9
2014-01-13,1,3,1,9
2014-01-14,1,3,1,9
2014-01-15,1,3,1,9
2014-01-16,1,3,1,9
2014-01-17,1,3,1,9
2014-01-21,1,3,1,9
2014-01-22,1,3,1,9
2014-01-23,2,3,1,9
2014-01-24,5,3,1,9
2014-01-27,4,3,1,9
2014-01-28,3,3,1,9
2014-01-29,4,3,1,9
2014-01-30,4,3,1,9
2014-01-31,5,3,1,1
2014-02-03,6,3,1,1
2014-02-04,5,3,1,1
2014-02-05,5,3,1,1
2014-02-06,4,3,1,1
2014-02-07,3,3,1,1
2014-02-10,3,3,1,1
2014-02-11,2,3,1,1
2014-02-12,2,3,1,1
2014-02-13,2,3,1,1
2014-02-14,2,3,1,1
2014-02-18,2,3,1,1
2014-02-19,3,3,1,1
2014-02-20,2,3,1,1
2014-02-21,2,3,1,1
2014-02-24,2,3,1,1
2014-02-25,2,3,1,1
2014-02-26,2,3,1,1
2014-02-27,2,3,1,1
2014-02-28,2,3,1,6
2014-03-03,3,3,1,6
2014-03-04,2,3,1,6
2014-03-05,2,3,1,6
2014-03-06,2,3,1,6
2014-03-07,2,3,1,6
2014-03-10,2,3,1,6
2014-03-11,2,3,1,6
2014-03-12,2,3,1,6
2014-03-13,3,3,1,6
2014-03-14,4,3,1,6
2014-03-17,3,3,1,6
2014-03-18,2,3,1,6
2014-03-19,3,3,1,6
2014-03-20,2,3,1,6
2014-03-21,3,3,1,6
2014-03-24,3,3,1,6
2014-03-25,2,3,1,6
2014-03-26,3,3,1,6
2014-03-27,2,3,1,6
2014-03-28,2,3,1,6
2014-03-31,2,3,1,6
2014-04-01,1,2,7,6
2014-04-02,1,2,7,6
2014-04-03,1,2,7,6
2014-04-04,2,2,7,6
2014-04-07,3,2,7,6
2014-04-08,3,2,7,6
2014-04-09,2,2,7,6
2014-04-10,3,2,7,6
2014-04-11,4,2,7,6
2014-04-14,3,2,7,6
2014-04-15,3,2,7,6
2014-04-16,2,2,7,6
2014-04-17,1,2,7,6
2014-04-21,1,2,7,6
2014-04-22,1,2,7,6
2014-04-23,1,2,7,6
2014-04-24,1,2,7,6
2014-04-25,2,2,7,6
2014-04-28,2,2,7,6
2014-04-29,2,2,7,6
2014-04-30,1,2,7,3
2014-05-01,1,3,7,3
2014-05-02,1,3,7,3
2014-05-05,1,3,7,3
2014-05-06,2,3,7,3
2014-05-07,1,3,7,3
2014-05-08,1,3,7,3
2014-05-09,1,3,7,3
2014-05-12,1,3,7,3
2014-05-13,0,3,7,3
2014-05-14,0,3,7,3
2014-05-15,1,3,7,3
2014-05-16,1,3,7,3
2014-05-19,1,3,7,3
2014-05-20,1,3,7,3
2014-05-21,0,3,7,3
2014-05-22,0,3,7,3
2014-05-23,0,3,7,3
2014-05-27,0,3,7,3
2014-05-28,0,3,7,3
2014-05-29,0,3,7,3
2014-05-30,0,3,7,3
2014-06-02,0,3,7,3
2014-06-03,0,3,7,3
2014-06-04,0,3,7,3
2014-06-05,0,3,7,3
2014-06-06,0,3,7,3
2014-06-09,0,3,7,3
2014-06-10,0,3,7,3
2014-06-11,0,3,7,3
2014-06-12,1,3,7,3
2014-06-13,0,3,7,3
2014-06-16,1,3,7,3
2014-06-17,0,3,7,3
2014-06-18,0,3,7,3
2014-06-19,0,3,7,3
2014-06-20,0,3,7,3
2014-06-23,0,3,7,3
2014-06-24,0,3,7,3
2014-06-25,0,3,7,3
2014-06-26,0,3,7,3
2014-06-27,0,3,7,3
2014-06-30,0,3,7,2
2014-07-01,0,3,3,2
2014-07-02,0,3,3,2
2014-07-03,0,3,3,2
2014-07-07,0,3,3,2
2014-07-08,0,3,3,2
2014-07-09,0,3,3,2
2014-07-10,1,3,3,2
2014-07-11,0,3,3,2
2014-07-14,0,3,3,2
2014-07-15,0,3,3,2
2014-07-16,0,3,3,2
2014-07-17,2,3,3,2
2014-07-18,0,3,3,2
2014-07-21,1,3,3,2
2014-07-22,1,3,3,2
2014-07-23,0,3,3,2
2014-07-24,0,3,3,2
2014-07-25,1,3,3,2
2014-07-28,1,3,3,2
2014-07-29,1,3,3,2
2014-07-30,1,3,3,2
2014-07-31,4,3,3,6
2014-08-01,4,3,2,6
2014-08-04,3,3,2,6
2014-08-05,4,3,2,6
2014-08-06,3,3,2,6
2014-08-07,4,3,2,6
2014-08-08,3,3,2,6
2014-08-11,2,3,2,6
2014-08-12,2,3,2,6
2014-08-13,1,3,2,6
2014-08-14,1,3,2,6
2014-08-15,1,3,2,6
2014-08-18,1,3,2,6
2014-08-19,0,3,2,6
2014-08-20,0,3,2,6
2014-08-21,0,3,2,6
2014-08-22,0,3,2,6
2014-08-25,0,3,2,6
2014-08-26,0,3,2,6
2014-08-27,0,3,2,6
2014-08-28,0,3,2,6
2014-08-29,0,3,2,6
2014-09-02,1,3,2,6
2014-09-03,1,3,2,6
2014-09-04,1,3,2,6
2014-09-05,0,3,2,6
2014-09-08,1,3,2,6
2014-09-09,2,3,2,6
2014-09-10,1,3,2,6
2014-09-11,1,3,2,6
2014-09-12,1,3,2,6
2014-09-15,2,3,2,6
2014-09-16,1,3,2,6
2014-09-17,1,3,2,6
2014-09-18,0,3,2,6
2014-09-19,0,3,2,6
2014-09-22,2,3,2,6
2014-09-23,3,3,2,6
2014-09-24,1,3,2,6
2014-09-25,3,3,2,6
2014-09-26,2,3,2,6
2014-09-29,3,3,2,6
2014-09-30,3,3,2,7
2014-10-01,4,2,1,7
2014-10-02,3,2,1,7
2014-10-03,2,2,1,7
2014-10-06,3,2,1,7
2014-10-07,4,2,1,7
2014-10-08,3,2,1,7
2014-10-09,5,2,1,7
2014-10-10,6,2,1,7
2014-10-13,7,2,1,7
2014-10-14,7,2,1,7
2014-10-15,8,2,1,7
2014-10-16,7,2,1,7
2014-10-17,6,2,1,7
2014-10-20,5,2,1,7
2014-10-21,3,2,1,7
2014-10-22,4,2,1,7
2014-10-23,4,2,1,7
2014-10-24,3,2,1,7
2014-10-27,3,2,1,7
2014-10-28,2,2,1,7
2014-10-29,3,2,1,7
2014-10-30,2,2,1,7
2014-10-31,2,2,1,1
2014-11-03,2,2,1,1
2014-11-04,3,2,1,1
2014-11-05,2,2,1,1
2014-11-06,2,2,1,1
2014-11-07,1,2,1,1
2014-11-10,1,2,1,1
2014-11-11,1,2,1,1
2014-11-12,1,2,1,1
2014-11-13,2,2,1,1
2014-11-14,1,2,1,1
2014-11-17,2,2,1,1
2014-11-18,2,2,1,1
2014-11-19,2,2,1,1
2014-11-20,2,2,1,1
2014-11-21,1,2,1,1
2014-11-24,1,2,1,1
2014-11-25,1,2,1,1
2014-11-26,0,2,1,1
2014-11-28,1,2,1,1
2014-12-01,2,2,0,1
2014-12-02,1,2,0,1
2014-12-03,1,2,0,1
2014-12-04,1,2,0,1
2014-12-05,0,2,0,1
2014-12-08,2,2,0,1
2014-12-09,3,2,0,1
2014-12-10,5,2,0,1
2014-12-11,5,2,0,1
2014-12-12,6,2,0,1
2014-12-15,6,2,0,1
2014-12-16,7,2,0,1
2014-12-17,5,2,0,1
2014-12-18,4,2,0,1
2014-12-19,4,2,0,1
2014-12-22,3,2,0,1
2014-12-23,2,2,0,1
2014-12-24,2,2,0,1
2014-12-26,2,2,0,1
2014-12-29,3,2,0,1
2014-12-30,3,2,0,1
2014-12-31,5,2,0,3
